Timestamp,P
2022-01-01 00:00:00,0.0
2022-01-01 00:30:00,0.0
2022-01-01 01:00:00,0.0
2022-01-01 01:30:00,0.0
2022-01-01 02:00:00,0.0
2022-01-01 02:30:00,0.0
2022-01-01 03:00:00,0.0
2022-01-01 03:30:00,0.0
2022-01-01 04:00:00,0.0
2022-01-01 04:30:00,0.0
2022-01-01 05:00:00,0.0
2022-01-01 05:30:00,0.0
2022-01-01 06:00:00,0.0
2022-01-01 06:30:00,0.0
2022-01-01 07:00:00,0.0
2022-01-01 07:30:00,0.0
2022-01-01 08:00:00,0.0
2022-01-01 08:30:00,0.02556
2022-01-01 09:00:00,0.05112
2022-01-01 09:30:00,0.09784
2022-01-01 10:00:00,0.14456
2022-01-01 10:30:00,0.21811999999999998
2022-01-01 11:00:00,0.29168
2022-01-01 11:30:00,0.19786
2022-01-01 12:00:00,0.10404000000000001
2022-01-01 12:30:00,0.07680000000000001
2022-01-01 13:00:00,0.04956
2022-01-01 13:30:00,0.042050000000000004
2022-01-01 14:00:00,0.03454
2022-01-01 14:30:00,0.02062
2022-01-01 15:00:00,0.0067
2022-01-01 15:30:00,0.00335
2022-01-01 16:00:00,0.0
2022-01-01 16:30:00,0.0
2022-01-01 17:00:00,0.0
2022-01-01 17:30:00,0.0
2022-01-01 18:00:00,0.0
2022-01-01 18:30:00,0.0
2022-01-01 19:00:00,0.0
2022-01-01 19:30:00,0.0
2022-01-01 20:00:00,0.0
2022-01-01 20:30:00,0.0
2022-01-01 21:00:00,0.0
2022-01-01 21:30:00,0.0
2022-01-01 22:00:00,0.0
2022-01-01 22:30:00,0.0
2022-01-01 23:00:00,0.0
2022-01-01 23:30:00,0.0
2022-01-02 00:00:00,0.0
2022-01-02 00:30:00,0.0
2022-01-02 01:00:00,0.0
2022-01-02 01:30:00,0.0
2022-01-02 02:00:00,0.0
2022-01-02 02:30:00,0.0
2022-01-02 03:00:00,0.0
2022-01-02 03:30:00,0.0
2022-01-02 04:00:00,0.0
2022-01-02 04:30:00,0.0
2022-01-02 05:00:00,0.0
2022-01-02 05:30:00,0.0
2022-01-02 06:00:00,0.0
2022-01-02 06:30:00,0.0
2022-01-02 07:00:00,0.0
2022-01-02 07:30:00,0.0
2022-01-02 08:00:00,0.0
2022-01-02 08:30:00,0.19651
2022-01-02 09:00:00,0.39302
2022-01-02 09:30:00,0.6788700000000001
2022-01-02 10:00:00,0.96472
2022-01-02 10:30:00,1.04371
2022-01-02 11:00:00,1.1227
2022-01-02 11:30:00,1.12573
2022-01-02 12:00:00,1.12876
2022-01-02 12:30:00,1.09246
2022-01-02 13:00:00,1.05616
2022-01-02 13:30:00,0.95581
2022-01-02 14:00:00,0.85546
2022-01-02 14:30:00,0.63103
2022-01-02 15:00:00,0.4066
2022-01-02 15:30:00,0.2033
2022-01-02 16:00:00,0.0
2022-01-02 16:30:00,0.0
2022-01-02 17:00:00,0.0
2022-01-02 17:30:00,0.0
2022-01-02 18:00:00,0.0
2022-01-02 18:30:00,0.0
2022-01-02 19:00:00,0.0
2022-01-02 19:30:00,0.0
2022-01-02 20:00:00,0.0
2022-01-02 20:30:00,0.0
2022-01-02 21:00:00,0.0
2022-01-02 21:30:00,0.0
2022-01-02 22:00:00,0.0
2022-01-02 22:30:00,0.0
2022-01-02 23:00:00,0.0
2022-01-02 23:30:00,0.0
2022-01-03 00:00:00,0.0
2022-01-03 00:30:00,0.0
2022-01-03 01:00:00,0.0
2022-01-03 01:30:00,0.0
2022-01-03 02:00:00,0.0
2022-01-03 02:30:00,0.0
2022-01-03 03:00:00,0.0
2022-01-03 03:30:00,0.0
2022-01-03 04:00:00,0.0
2022-01-03 04:30:00,0.0
2022-01-03 05:00:00,0.0
2022-01-03 05:30:00,0.0
2022-01-03 06:00:00,0.0
2022-01-03 06:30:00,0.0
2022-01-03 07:00:00,0.0
2022-01-03 07:30:00,0.0
2022-01-03 08:00:00,0.0
2022-01-03 08:30:00,0.011439999999999999
2022-01-03 09:00:00,0.022879999999999998
2022-01-03 09:30:00,0.02939
2022-01-03 10:00:00,0.0359
2022-01-03 10:30:00,0.02629
2022-01-03 11:00:00,0.01668
2022-01-03 11:30:00,0.022330000000000003
2022-01-03 12:00:00,0.02798
2022-01-03 12:30:00,0.06522
2022-01-03 13:00:00,0.10246
2022-01-03 13:30:00,0.42849
2022-01-03 14:00:00,0.75452
2022-01-03 14:30:00,0.50188
2022-01-03 15:00:00,0.24924000000000002
2022-01-03 15:30:00,0.12462000000000001
2022-01-03 16:00:00,0.0
2022-01-03 16:30:00,0.0
2022-01-03 17:00:00,0.0
2022-01-03 17:30:00,0.0
2022-01-03 18:00:00,0.0
2022-01-03 18:30:00,0.0
2022-01-03 19:00:00,0.0
2022-01-03 19:30:00,0.0
2022-01-03 20:00:00,0.0
2022-01-03 20:30:00,0.0
2022-01-03 21:00:00,0.0
2022-01-03 21:30:00,0.0
2022-01-03 22:00:00,0.0
2022-01-03 22:30:00,0.0
2022-01-03 23:00:00,0.0
2022-01-03 23:30:00,0.0
2022-01-04 00:00:00,0.0
2022-01-04 00:30:00,0.0
2022-01-04 01:00:00,0.0
2022-01-04 01:30:00,0.0
2022-01-04 02:00:00,0.0
2022-01-04 02:30:00,0.0
2022-01-04 03:00:00,0.0
2022-01-04 03:30:00,0.0
2022-01-04 04:00:00,0.0
2022-01-04 04:30:00,0.0
2022-01-04 05:00:00,0.0
